id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,M_score,distance_center_km,R_value,R_score,F_score,Segment
15796169,15min to MRT. Private room for 3 (Free Breakfast),71898274,Kay,Chatu Chak,13.80138,100.57047,Private room,837,1,232,2022-12-03,3.18,3,143,14,2,6.2899607213781445,25,1,5,At Risk
16101881,Private Rooms for 10pax in a Cat Lover's house,8123510,Tatiya,Chatu Chak,13.8126,100.5722,Private room,3490,2,79,2022-12-20,1.08,13,334,2,5,7.544632565522019,8,1,5,At Risk
16113956,Private Chic room - 750m to MRT for Cat Lovers,8123510,Tatiya,Chatu Chak,13.81076,100.57239,Private room,1075,2,174,2022-12-13,2.36,13,340,38,2,7.348242115886167,15,1,5,At Risk
16116073,Parkview BKK/ Cozy studio room/ Free WI-FI,48760682,Rich,Ratchathewi,13.75839,100.54365,Hotel room,1507,1,15,2020-02-18,0.22,11,358,0,3,2.2470765315739456,1044,5,4,New Visitors
16116147,Premium double bed capsule (up to 2 person),92567498,The BOB Hostel,Vadhana,13.72988,100.58552,Hotel room,764,1,9,2019-01-24,0.12,5,365,0,1,3.283251550370737,1434,5,3,New Visitors
15552399,Riverside Penthouse BTS/Pool/Gym 5*Location 235sqm,100107871,Geoffrey,Khlong San,13.71912,100.50945,Entire home/apt,10734,15,11,2020-01-25,0.15,1,363,0,5,6.170783277069742,1068,5,3,New Visitors
15859127,"Luxury Condo, Roof top pool, link to EmQuartier.",57683727,Christophe,Vadhana,13.73217,100.57275,Entire home/apt,5864,2,119,2022-12-13,1.59,2,358,16,5,2.0409796186702573,15,1,5,At Risk
16116433,Supalai has a beautiful view! Enjoy!,104317029,Kirana,Yan na wa,13.69182,100.54907,Entire home/apt,2000,2,3,2018-01-28,0.05,1,364,0,4,6.050455500243353,1795,5,2,New Visitors
15860200,Sor Vorapin Home (Package for 2) + Training & Food,58532127,Peraphan,Taling Chan,13.79304,100.45569,Private room,3000,1,2,2018-02-11,0.03,3,365,0,5,12.417733421547089,1781,5,1,Recent Visitors
15553149,มาริโกลด์ บูติค อพาร์ทเมนท์ รามคำแหง43/1,89267891,Chatsaran,Wang Thong Lang,13.76835,100.61409,Private room,950,1,2,2022-06-16,0.03,1,364,1,2,6.400595875005888,195,1,1,Inactive
15561940,Sukhumvit24 Suite 2Bed&2Bath WiFi30Mbps.closed BTS,65096613,Good Service,Khlong Toei,13.72331,100.56642,Entire home/apt,3260,14,125,2022-09-18,1.67,7,157,3,5,2.5608231857153587,101,1,5,At Risk
15864066,"(B)4pp, 7-11, Sukhumvit,Thonglo BTS",40262107,Patty,Khlong Toei,13.7238,100.57816,Entire home/apt,1300,2,151,2022-12-13,2.05,39,37,29,3,3.1222883815675373,15,1,5,At Risk
15866541,Heart of Silom,88384945,Chollatorn,Bang Rak,13.7244,100.53064,Private room,1500,7,4,2022-09-26,0.1,2,161,2,3,3.9168979996841027,93,1,2,At Risk
15878385,"Free pick-up, Bangkok Sphere (City View)",45975817,Nivit,Bang Kapi,13.76253,100.64754,Entire home/apt,2571,1,127,2022-12-03,1.74,4,357,4,4,9.683097254424384,25,1,5,At Risk
15878807,Best price & Good Sleep Apt. Near MRT/DMK/HighWay,101184777,Naritsara,Chatu Chak,13.82472,100.54428,Private room,1586,30,35,2018-05-19,0.47,1,179,0,3,8.921257953316168,1684,5,4,New Visitors
15883201,Cozy Studio Near DMK airport,102362191,Navalarp,Lat Phrao,13.84381,100.59263,Entire home/apt,747,1,5,2019-05-05,0.08,2,180,0,1,11.443409903334047,1333,5,2,New Visitors
16119163,"Cozy&close MRT private, quiet place with amenities",42415209,A,Din Daeng,13.77588,100.57017,Entire home/apt,830,2,96,2022-12-20,1.57,1,114,31,2,3.5453853686177785,8,1,5,At Risk
15883204,Cozy Bedroom+Living Room Near DMK airport,102362191,Navalarp,Lat Phrao,13.84315,100.59253,Entire home/apt,920,1,4,2016-12-29,0.05,2,180,0,2,11.370655888987626,2190,5,2,New Visitors
15888910,"New Studio, Great Area 24 sqm.-2",26608708,Yair,Suanluang,13.72009,100.61791,Private room,1200,10,1,2022-09-11,0.28,8,365,1,3,6.89400734032603,108,1,1,Inactive
15891486,Exclusive canal view,88829111,Tanyavimon,Phra Nakhon,13.76065,100.50078,Private room,1800,1,3,2017-12-14,0.04,1,363,0,4,6.590089307961893,1840,5,2,New Visitors
15577080,800m to Iconsiam 200m to BTS Krung Thonburi,21393261,SiamLife,Khlong San,13.72289,100.50433,Entire home/apt,1300,5,10,2022-12-26,0.16,17,205,4,3,6.491857126288921,2,1,3,At Risk
16125638,"warm,private,safe,easy living with foods & travel",41143067,Kimmy,Yan na wa,13.69329,100.53491,Entire home/apt,850,2,6,2019-06-16,0.12,2,180,0,2,6.369835164595681,1291,5,3,New Visitors
16127261,New Condo 1BR/Sukhumvit 24 /BTS Phomphong,117992287,SABAI Guests,Khlong Toei,13.72183,100.56506,Entire home/apt,1250,28,147,2022-11-04,2.02,6,110,3,3,2.6827562259876094,54,1,5,At Risk
16131813,公寓 Comfy&Value Stay @Silom Soi 3 (BTS Saladaeng)#3,45415593,Bo,Bang Rak,13.72507,100.53065,Private room,3180,1,13,2020-02-16,0.18,10,172,0,5,3.872277071571992,1046,5,3,New Visitors
16137624,Rustic antique home:7 mins to BTS,90876766,Baanfangthon,Thon buri,13.72154,100.48338,Private room,699,1,95,2020-12-14,1.3,4,136,0,1,8.671492262802335,744,5,5,Frequent Guests
16138220,Contemporary private capsule suite  up to 6 person,92567498,The BOB Hostel,Vadhana,13.74014,100.58925,Shared room,1500,1,38,2019-03-01,0.53,5,365,0,3,3.2491600954791187,1398,5,5,Frequent Guests
16138502,Fangthon Legendary,90876766,Baanfangthon,Thon buri,13.72222,100.48336,Private room,799,1,209,2022-12-19,2.84,4,135,11,1,8.650835815331114,9,1,5,At Risk
16309273,Single room Paris in bangkok no elevator,84037925,Syed,Ratchathewi,13.75431,100.53842,Private room,500,1,1,2017-02-06,0.01,4,145,0,1,2.500354963466052,2151,5,1,Recent Visitors
16315806,Modern room - BTS Victory Monument & King Power,106770037,Le Tada Residence,Ratchathewi,13.76187,100.54038,Hotel room,5391,1,6,2019-02-13,0.09,2,321,0,5,2.7656486621519587,1414,5,3,New Visitors
16316807,[PW_1] STUDIO HIGH FLOOR @ BTS ON-NUT,17248917,Nutt,Vadhana,13.7141,100.60001,Entire home/apt,1040,7,23,2022-12-13,0.48,5,297,13,2,5.574099923846498,15,1,4,At Risk
16319167,Riverside Apartment with Grand Palace View,106713484,Anchulee,Phra Nakhon,13.76529,100.49755,Entire home/apt,2400,7,28,2022-08-11,0.47,1,324,3,4,7.070131927188865,139,1,4,At Risk
16151463,Sathorn CBD 1 BR - 50 sq.m. BTS Chong Nonsri,56561719,Oom,Sathon,13.72157,100.52998,Entire home/apt,1750,2,33,2022-12-08,0.45,4,320,6,4,4.166136811499752,20,1,4,At Risk
15903961,Heyyyy Bangkok Dormitory (8ppl.),9277738,Taln,Suanluang,13.73586,100.63989,Shared room,489,1,84,2022-11-12,1.16,4,305,6,1,8.736819033707462,46,1,5,At Risk
15904511,Charming 6 Bedrooms House Central Bangkok,72966780,Top,Sathon,13.72206,100.54444,Entire home/apt,13570,1,87,2022-12-12,1.18,4,342,14,5,3.07558788170328,16,1,5,At Risk
16154936,"1Bedroom 5mins to BTS Skytrain,near Sathon +wifi",46339911,Rapeepan,Yan na wa,13.6962,100.54514,Private room,870,3,21,2022-10-23,0.29,1,302,1,2,5.67850914571767,66,1,4,At Risk
15904729,Elegant 6 Bedrooms House in Heart of Bangkok,72966780,Top,Sathon,13.72266,100.54477,Entire home/apt,10570,1,134,2022-12-22,1.83,4,333,20,5,3.000427484493217,6,1,5,At Risk
15905384,hive28,81610479,Tanawat,Bang Kapi,13.751402854919434,100.61815643310548,Private room,474,1,57,2022-12-11,0.76,3,155,5,1,6.354135056482949,17,1,5,At Risk
16164712,"Easy Casual, Rama 9 street in city centre",2096176,Alisha,Huai Khwang,13.75516,100.56767,Entire home/apt,999,30,11,2022-11-26,0.15,1,15,3,2,1.3713535464093836,32,1,3,At Risk
16324227,NEW SPACIOUS 1BR CONDO -BTS 5min - High Floor View,1411399,Carlos,Khlong Toei,13.71246,100.59197,Entire home/apt,1385,1,7,2020-04-19,0.12,1,211,0,3,5.053783433525198,983,5,3,New Visitors
16325185,Private room in Chatuchak (MRT),106557822,Rattana,Chatu Chak,13.8148,100.57648,Private room,370,2,111,2022-12-21,1.53,3,309,6,1,7.877701527799367,7,1,5,At Risk
16326206,Sukhumvit 64 - 200mt BTS Station Punnawithi 101 s,106857883,Kanokwan,Phra Khanong,13.68662,100.60747,Entire home/apt,1050,3,25,2022-10-24,0.34,1,351,1,2,8.31450315769617,65,1,4,At Risk
16165333,PrivateRoom(A/C)@SB,105522574,Sleeping,Bangkok Noi,13.75276,100.47188,Private room,599,1,2,2016-12-28,0.03,4,364,0,1,9.533076652610756,2191,5,1,Recent Visitors
16328027,3 Bedroom House in Local Neighbourhood,78092094,Genie,Bangkok Noi,13.75152,100.47333,Entire home/apt,1846,1,91,2022-11-26,1.24,4,345,4,4,9.366108336716273,32,1,5,At Risk
16329163,Brand New Quiet Private Convenient Downtown Condo,101579755,Helene,Huai Khwang,13.76336,100.58428,Entire home/apt,850,7,25,2022-08-23,0.34,2,215,1,2,3.3104679511048443,127,1,4,At Risk
15915774,Phurahong Homestay (Familly room),103162226,Poonsak,Sai Mai,13.88539,100.62514,Private room,1490,1,1,2017-08-13,0.02,2,365,0,3,17.016196793359047,1963,5,1,Recent Visitors
16169517,The embassy room,420188,Baker,Khlong Toei,13.72214,100.5805,Entire home/apt,3300,21,78,2022-02-23,1.18,9,65,1,5,3.4261566342617398,308,1,5,At Risk
16173664,Cozy Single Room,21306346,"Jam,",Phra Nakhon,13.75618,100.49934,Private room,896,1,23,2022-12-12,0.37,5,349,18,2,6.635294426981952,16,1,4,At Risk
16174212,Cozy clean condo@Sukhumvit Road Close to Skytrain,13858975,Demo,Vadhana,13.71129,100.60257,Entire home/apt,1009,2,50,2020-11-29,0.69,7,165,0,2,5.984843868123061,759,5,5,Frequent Guests
16197838,"A3. PENTHOUSE, JJ market-Aree-Siam, PEACEFUL, WiFi",47324488,Tony,Phaya Thai,13.78865,100.55435,Entire home/apt,1394,1,148,2022-12-08,2.03,34,94,27,3,4.808183986295373,20,1,5,At Risk
16203372,"C3.PENTHOUSE, JJ market-Aree-Siam, PEACEFUL, WiFi",47324488,Tony,Phaya Thai,13.78927,100.55313,Entire home/apt,1394,1,173,2022-12-05,2.37,34,115,35,3,4.89373300536039,23,1,5,At Risk
16203630,"A2. PENTHOUSE, JJ market-Aree-Siam, PEACEFUL, WiFi",47324488,Tony,Phaya Thai,13.79052,100.55486,Entire home/apt,1523,1,194,2022-12-05,2.65,34,124,47,3,5.007545310571146,23,1,5,At Risk
16626852,Modern 1 BR APT+extra balcony-Sathon-Lumpini MRT,15214203,Bee,Sathon,13.71957,100.5486,Entire home/apt,2650,1,96,2022-12-25,1.33,29,309,1,5,3.111330663520047,3,1,5,At Risk
16639061,RITTHA HOUSE 20 Minute Grand Palace,109820291,Varittha,Bangkok Noi,13.76887,100.47911,Private room,500,1,7,2021-05-06,0.13,1,179,0,1,9.09214632376401,601,1,3,At Risk
16203889,"C2 .PENTHOUSE, JJ market-Aree-Siam, PEACEFUL, WiFi",47324488,Tony,Phaya Thai,13.78975,100.55347,Entire home/apt,1523,1,157,2022-12-11,2.14,34,139,37,3,4.941121114322822,17,1,5,At Risk
16210951,近拉玛九地铁站小两居公寓Condo near MRT Phra ram9 of Bangkok,105908284,Lily,Huai Khwang,13.75916,100.56991,Entire home/apt,1500,5,27,2020-07-09,0.37,3,0,0,3,1.8700662506532328,902,5,4,New Visitors
16211051,Where•Stories•Begin,24987548,BED STATION Hostel,Ratchathewi,13.75309,100.53026,Shared room,406,1,5,2019-09-22,0.07,3,358,0,1,3.2940363373334396,1193,5,2,New Visitors
16348864,100sqm 2BR for 1-6ppl near Siam. 5mins to MRT,7327298,Notee,Sathon,13.72239,100.55192,Entire home/apt,4166,21,39,2022-06-10,0.53,3,56,4,5,2.6930792604006086,201,1,5,At Risk
16354078,Chic place in heart of Bangkok,85557906,Terachai,Vadhana,13.73913,100.56027,Private room,650,1,138,2022-12-24,1.9,7,153,15,1,0.7082444540237803,4,1,5,At Risk
16354321,"4pp walk 3minute BTS,Asok/Sukhmvt,Terminal21",40262107,Patty,Vadhana,13.73539,100.56321,Entire home/apt,1500,5,171,2022-11-29,2.42,39,67,14,3,1.1815998957372584,29,1,5,At Risk
16354929,Sleep in the heart of Bangkok,85557906,Terachai,Vadhana,13.73907,100.56029,Private room,1017,2,150,2022-12-20,2.06,7,172,23,2,0.7150441359931015,8,1,5,At Risk
16215688,2BedSuite@SLEEPIngBeautY,105522574,Sleeping,Bangkok Noi,13.75282,100.46965,Private room,850,7,16,2018-03-13,0.22,4,67,0,2,9.77396289204778,1751,5,4,New Visitors
16223335,Warm & cozy Capsule beds for 4 ppl /w rooftop,92567498,The BOB Hostel,Vadhana,13.73099,100.5854,Shared room,1200,1,45,2018-12-27,0.62,5,364,0,3,3.2090217388198505,1462,5,5,Frequent Guests
16651144,D Living The Parkland Lakeside Srinakarin,78238815,Sipim,Bang Na,13.65436,100.64442,Private room,830,7,1,2017-03-04,0.01,1,319,0,2,13.625433058170195,2125,5,1,Recent Visitors
16235570,"Minutes to Asok Sky Train, MRT. WIFI, Gym & Pool!",51103500,Choon Fei,Khlong Toei,13.73322,100.5624,Entire home/apt,3463,2,35,2020-01-02,0.48,1,350,0,5,1.3902420969585483,1091,5,4,New Visitors
16244017,2BR2BathFree car park TukTuk On nut BTS&24Hshop,104310012,Yumi,Vadhana,13.72257,100.6001,Entire home/apt,1687,28,4,2022-12-17,0.63,1,329,4,4,5.051765555969112,11,1,2,At Risk
16358094,Chic house in the heart of Bangkok,85557906,Terachai,Vadhana,13.73907,100.5603,Private room,1100,1,113,2022-12-15,1.56,7,152,16,2,0.7151391796601323,13,1,5,At Risk
16652649,Cozy Double Room with Bathroom,110084530,BabyBlue,Bang Rak,13.72411,100.53466,Private room,980,1,15,2021-07-14,0.21,5,0,0,2,3.5982773368492027,532,1,4,At Risk
16368987,Sleep well in the heart of Bangkok,85557906,Terachai,Vadhana,13.73909,100.56029,Private room,650,1,90,2022-12-28,1.23,7,149,23,1,0.7128398379290021,0,1,5,At Risk
16369692,Peace in the heart of Bangkok,85557906,Terachai,Vadhana,13.73911,100.56039,Private room,876,1,98,2022-12-23,1.34,7,142,31,2,0.7116653129971715,5,1,5,At Risk
16652755,6m to BTS Sukhumvit line with roof top pool+WIFI,110084659,Prawitra,Bang Na,13.68068,100.61099,Entire home/apt,820,3,46,2022-12-09,0.65,1,106,9,1,9.066720262420944,19,1,5,At Risk
16657407,Most convenience -very close to BTS,109067398,มาลี,Vadhana,13.70618,100.60186,Entire home/apt,1800,30,80,2018-07-01,1.11,2,241,0,4,6.301829472537844,1641,5,5,Frequent Guests
16371262,22Sqm Condominium Elio Sukhumvit 64,62362479,Laszlo,Phra Khanong,13.68927,100.6067,Entire home/apt,700,2,7,2018-12-08,0.1,3,85,0,1,8.033851409310966,1481,5,3,New Visitors
16378514,Luxury Suite-King Studio2,40491746,Monalisa,Vadhana,13.74225,100.55931,Private room,1685,14,7,2020-01-03,0.1,5,354,0,4,0.36313713557553595,1090,5,3,New Visitors
16245152,Ba hao Residence x MAITRI CHIT ROOM,2389272,Bua,Pom Prap Sattru Phai,13.7403,100.51407,Private room,3714,1,402,2022-12-12,5.84,2,253,73,5,4.970050444299291,16,1,5,At Risk
16658912,"2-Bedroom, BTS Phrom Phong, Comfy & Quiet Condo",25256908,Yann,Vadhana,13.73527,100.60076,Entire home/apt,2886,3,4,2022-10-12,0.69,2,163,4,5,4.5815387758123265,77,1,2,At Risk
16663699,"1BR: BTS Phromphong, Emporium, Emquartier",1780407,Feb,Khlong Toei,13.72942,100.56787,Entire home/apt,1403,28,7,2020-03-17,0.1,6,302,0,3,1.986563142953743,1016,5,3,New Visitors
16249563,Inn Stations Hostel,106244102,Inn Stations,Parthum Wan,13.73757,100.51808,Shared room,360,1,12,2022-11-27,0.16,1,365,3,1,4.587718816231812,31,1,3,At Risk
16664788,Cozy Tatami Room with Bathroom,110084530,BabyBlue,Bang Rak,13.72416,100.53468,Private room,980,1,14,2020-03-08,0.2,5,0,0,2,3.5930095542334755,1025,5,4,New Visitors
16249831,Premium 2BRS@BTS S10+30mWIFI+Netflix+Big mall,2940438,Kinifrog,Thon buri,13.71566,100.47816,Entire home/apt,1520,28,45,2022-12-10,0.64,19,230,2,3,9.418669620653024,18,1,5,At Risk
16665025,Cozy Bangkok Suite with Bathroom and Kitchen,110084530,BabyBlue,Bang Rak,13.72418,100.53468,Private room,1400,1,4,2019-02-02,0.08,5,0,0,3,3.591555278413281,1425,5,2,New Visitors
16667060,4ppAsok/Sukhumvit BTS100mTerminal21,40262107,Patty,Khlong Toei,13.73586,100.56194,Entire home/apt,1400,1,173,2022-10-19,2.45,39,77,18,3,1.094282401833732,70,1,5,At Risk
16384502,"The Link, Near Skytrain (BTS Onnut)",107327550,Matthew,Khlong Toei,13.70669,100.59854,Private room,950,30,9,2022-12-12,0.12,1,343,3,2,6.006681789267578,16,1,3,At Risk
16385518,"Prime location, own floor , 5 min to MBK, Siam",69748617,Pan,Ratchathewi,13.75526,100.53871,Private room,500,1,12,2022-12-26,0.3,4,327,10,1,2.5147620524028773,2,1,3,At Risk
16388762,Family Room Condo3 NR Shopping@Platinum + FreeWifi,92406083,David,Ratchathewi,13.75497,100.53922,Private room,1571,1,87,2022-11-20,1.25,6,359,7,3,2.451181646640461,38,1,5,At Risk
16667874,Train Adventurers,90876766,Baanfangthon,Thon buri,13.72082,100.48158,Private room,799,1,153,2022-06-25,2.11,4,165,1,1,8.88123617036529,186,1,5,At Risk
16668740,Ngamwongwan Fully Furnished with a Rooftop Pool,25969500,Armaj,Lak Si,13.85657,100.54707,Entire home/apt,1000,7,15,2020-01-19,0.21,2,331,0,2,12.363398893943929,1074,5,4,New Visitors
16251476,Budget3beds near DMKที่พักใกล้ศูนย์ราชการแจ้งวัฒนะ,33165435,Chatnakorn,Lak Si,13.87255573272705,100.57288360595705,Private room,950,1,47,2022-12-18,0.65,4,365,3,2,14.12814791803458,10,1,5,At Risk
16254210,Budget beds near DMKที่พักใกล้ศูนย์ราชการแจ้งวัฒนะ,33165435,Chatnakorn,Lak Si,13.87255573272705,100.57288360595705,Private room,950,1,20,2022-12-15,0.28,4,355,1,2,14.12814791803458,13,1,4,At Risk
16259908,"3 BRS,Calm and Greenery,near subway",91934777,Vichak,Huai Khwang,13.76921,100.58103,Private room,6215,1,124,2020-01-28,1.69,25,252,0,5,3.491492852550829,1065,5,5,Frequent Guests
16670935,Family room near Hua Lamphong train station,100767680,Bua Noppamas,Bang Rak,13.73422,100.52163,Private room,1000,2,14,2022-12-17,0.19,4,344,2,2,4.304128303216029,11,1,4,At Risk
16263008,Budget bed near DMK ที่พักใกล้ศูนย์ราชการแจ้งวัฒนะ,33165435,Chatnakorn,Lak Si,13.87255573272705,100.57288360595705,Private room,800,1,15,2022-12-25,0.21,4,347,1,1,14.12814791803458,3,1,4,At Risk
16396171,ROOFTOP POOL GYM SUKHUMVIT BTS RIVER VIEW BKK,29261992,Namm,Khlong Toei,13.71034,100.5939,Entire home/apt,1883,1,33,2019-12-08,0.45,1,83,0,4,5.367606128393648,1116,5,4,New Visitors
16681141,Quiet & Natural Thai Poolside Suite Onnut,63149653,Jenjira,Suanluang,13.73154,100.62038,Entire home/apt,1732,2,150,2022-12-01,2.12,3,32,15,4,6.740880186315334,27,1,5,At Risk
16684522,曼谷新唐人街地铁汇狂站出口5分钟  火车夜市 代购按摩街 大型B-C超市 建兴酒家 华人必住民宿12,105689479,Taosiam,Huai Khwang,13.77895,100.57565,Entire home/apt,750,1,221,2020-02-22,3.08,34,102,0,1,4.081569109364715,1040,5,5,Frequent Guests
16398326,RHYTHM Sathon21 Condo,107427768,Bean,Sathon,13.71732,100.51657,Private room,1200,30,1,2017-11-03,0.02,2,365,0,3,5.612594022318281,1881,5,1,Recent Visitors
16265170,Luxury 1BR @The LINE Phra Kanong Sukhumvit 71,106363920,VerymuchThai,Khlong Toei,13.714,100.59137,Entire home/apt,2800,7,32,2018-11-03,0.44,1,245,0,5,4.8862181539597165,1516,5,4,New Visitors
16684888,曼谷新唐人街汇狂地铁站出口5分钟 超值华人民宿 火车夜市 建兴酒家 代购按摩一条街 自由行首选,105689479,Taosiam,Huai Khwang,13.77896,100.57695,Private room,750,1,89,2018-10-13,1.24,34,102,0,1,4.1438789500115725,1537,5,5,Frequent Guests
16685901,8曼谷新唐人街汇狂地铁站出口5分钟 火车夜市 大型BC超市 建兴酒家 代购按摩一条街 华人自由行首选,105689479,Taosiam,Huai Khwang,13.78117,100.57915,Private room,900,1,97,2022-12-05,1.34,34,125,1,2,4.470444093720553,23,1,5,At Risk
16695326,"3 mins walk to BTS, Cozy, Nice View,Wifi, Pool,Gym",32455266,Amy,Thon buri,13.71116,100.47632,Entire home/apt,851,5,148,2022-12-13,2.04,10,135,9,2,9.787720504296866,15,1,5,At Risk
16268839,*Hidden Oasis Bangkok 2 | Near ICONSIAM,106203113,Guang,Khlong San,13.7247389,100.507924,Private room,841,1,195,2022-12-26,2.7,2,326,29,2,6.054434995393365,2,1,5,At Risk
16700752,Private&Cozy apartment#5 Silom 3 BTS Saladaeng,26736483,K,Bang Rak,13.72514,100.532,Hotel room,1089,1,61,2022-11-16,0.84,89,335,5,2,3.750056188014179,42,1,5,At Risk
16701129,Stylish 1 bedroom near Subway,21307150,Abby,Chatu Chak,13.80473,100.57526,Entire home/apt,790,30,10,2019-02-27,0.14,1,335,0,1,6.764346725263146,1400,5,3,New Visitors
16711594,LPN-Ville ramindra-laksi,77402422,Tharinee,Bang Khen,13.87235,100.60357,Private room,511,3,3,2020-01-04,0.06,1,116,0,1,14.812918348840086,1089,5,2,New Visitors
16402675,"BKK Airport, New condo, Pool & Gym",59911476,Daniel,Pra Wet,13.7316,100.70036,Entire home/apt,869,2,59,2020-03-12,1.04,1,350,0,2,15.289205805589337,1021,5,5,Frequent Guests
16717133,Quiet yet central 1 bedroom apt on Sukumvit Soi 2,33632307,Pooja,Khlong Toei,13.74067,100.5529,Entire home/apt,1558,31,15,2022-11-04,0.21,1,339,1,3,0.9108497835366266,54,1,4,At Risk
16409927,Cozy place nearby Khaosan road!(Banglumpoo place),40686382,Paijit,Phra Nakhon,13.76208,100.49606,Entire home/apt,930,1,141,2020-03-06,1.93,1,0,0,2,7.124016820489397,1027,5,5,Frequent Guests
16422207,"Friendly home on Sukhumvit Rd., closed to skytrain",28872711,Kwang,Bang Na,13.68,100.61031,Private room,970,2,36,2018-07-05,0.5,3,179,0,2,9.08184260834627,1637,5,4,New Visitors
16429841,"Bangkok, Designer's House! Near BTS, Retro Room",6906718,Anne Araya,Phra Khanong,13.69941,100.60786,Private room,1300,1,11,2018-05-25,0.15,25,47,0,3,7.289089073250999,1678,5,3,New Visitors
16431167,Family room for 5/wifi/Ari station,40783929,Natakorn,Phaya Thai,13.77934,100.54243,Private room,3650,1,2,2018-06-30,0.03,1,176,0,5,4.183782587901917,1642,5,1,Recent Visitors
16443912,4Beds Female Dormitory@Baan 89 Hostel,62060341,Baan 89,Phra Nakhon,13.75451,100.50229,Hotel room,318,1,1,2018-01-08,0.02,5,271,0,1,6.2897334202684805,1815,5,1,Recent Visitors
16444014,"Double bed, shared bathroom@Baan 89 Hostel",62060341,Baan 89,Phra Nakhon,13.75626,100.50232,Hotel room,670,1,1,2017-05-21,0.01,5,271,0,1,6.320071569860441,2047,5,1,Recent Visitors
16281055,Esta-Bliss Condominium B-348,106493451,Pensri,Min Buri,13.81191,100.69978,Entire home/apt,1399,30,3,2018-04-22,0.04,2,0,0,3,16.83389852209293,1711,5,2,New Visitors
16282011,3 mins to BTS udomsuk,64653272,Bi,Bang Na,13.67709,100.6095,Shared room,357,1,1,2017-02-10,0.01,2,179,0,1,9.289743143064669,2147,5,1,Recent Visitors
16282397,✨Spacious 1BR near Siam/ChinaTown-10min walk MRT๓,36492555,Varunee,Pom Prap Sattru Phai,13.74571,100.51498,Private room,1164,1,88,2022-12-25,1.27,5,163,5,2,4.838108559743732,3,1,5,At Risk
16291543,DD Place Café,106579724,Natthakrit,Don Mueang,13.92863,100.58726,Private room,600,1,110,2020-02-09,1.5,2,180,0,1,20.477868317258327,1053,5,5,Frequent Guests
16444777,1-bedroom at Belle Rama 9,107854067,Tanawat,Huai Khwang,13.76119,100.56809,Entire home/apt,1390,30,21,2022-06-06,0.3,1,324,2,3,1.9572120650540212,205,1,4,At Risk
16449811,Private unit in a quiet condominium,14176688,Alessandro,Vadhana,13.72448,100.58141,Entire home/apt,1150,5,26,2020-04-05,0.36,1,113,0,2,3.3044023122138473,997,5,4,New Visitors
16293868,Esta-Bliss condo 278,106493451,Pensri,Min Buri,13.81365,100.70937,Entire home/apt,1199,30,8,2020-02-10,0.11,2,0,0,3,17.853108012558522,1052,5,3,New Visitors
16295040,SPACIOUS 3BR APT in the Heart of Bangkok!,2355119,Jacob,Parthum Wan,13.74547,100.55018,Entire home/apt,9539,2,93,2020-01-01,1.27,1,79,0,5,1.0311240419148984,1092,5,5,Frequent Guests
16457443,New 1 Bedroom 1 min walk to BTS Onnut,107329198,Aor,Vadhana,13.70601,100.60243,Entire home/apt,964,30,1,2017-01-25,0.01,2,43,0,2,6.359479920754571,2163,5,1,Recent Visitors
16459214,"A1. SPACIOUS, JJ market-Aree-Siam, PEACEFUL, WiFi",47324488,Tony,Phaya Thai,13.7894,100.55487,Entire home/apt,1261,1,158,2022-12-11,2.17,34,133,48,3,4.884215413667238,17,1,5,At Risk
16459858,"B1. SPACIOUS, JJ market-Aree-Siam, PEACEFUL, WiFi",47324488,Tony,Phaya Thai,13.79041,100.5548,Entire home/apt,1261,1,148,2022-12-12,2.03,34,146,41,3,4.996128390373273,16,1,5,At Risk
16460361,"C1.SPACIOUS, JJ market-Aree-Siam, PEACEFUL, WiFi",47324488,Tony,Phaya Thai,13.78899,100.55512,Entire home/apt,1261,1,146,2022-12-17,2.0,34,158,44,3,4.836266314716741,11,1,5,At Risk
16463443,⚜ Cosy Design Space/1min to BTS/Great facilities ⚜,8613539,June & Pop,Chom Thong,13.71435,100.46756,Entire home/apt,1100,28,31,2022-12-18,0.42,10,233,3,2,10.54657547596816,10,1,4,At Risk
16727359,Clean n' Comfort 1Br apartment,40343252,Patharin,Bang Kapi,13.7725,100.63676,Private room,550,1,1,2017-11-05,0.02,1,181,0,1,8.851172016850683,1879,5,1,Recent Visitors
16302812,X9Hostel,106091548,Chalat,Huai Khwang,13.75376,100.5669,Private room,2800,1,1,2019-06-18,0.02,2,365,0,5,1.198932279750136,1289,5,1,Recent Visitors
16734478,*Hidden Oasis Bangkok 1 | Near ICONSIAM,106203113,Guang,Khlong San,13.7247389,100.507924,Private room,855,1,140,2022-12-19,1.96,2,319,22,2,6.054434995393365,9,1,5,At Risk
16745269,"Bangkok,Oriental Room, Designer's House,Near BTS",6906718,Anne Araya,Phra Khanong,13.69973,100.60776,Private room,1350,2,9,2022-11-10,0.12,25,0,1,3,7.256608699727328,48,1,3,At Risk
16467049,留学生自住房子可短租,108048475,可亮,Din Daeng,13.76228,100.55452,Entire home/apt,2179,1,1,2016-12-31,0.01,2,179,0,4,1.9387189285600968,2188,5,1,Recent Visitors
